"ID","PointName","System","Device","PointType","TimeInterval","Unit","Source","Correction"
693,"NVE_CV2_1_3nvoHwInput4","Transfer Fan","TF-2-1","Status",1,"bin","Control",""
694,"NVE_CV2_1_3nviHwOutput1","Transfer Fan","TF-2-1","StartStop",1,"bin","Sensor",""
695,"NVE_CV2_1_4nvoAirFlow","Constant Volume Thermal Boxes","CV2_1_4 (292G)","AirFlowRate",1,"CFM","Sensor",""
696,"NVE_CV2_1_4nvoCtrlOut6","Constant Volume Thermal Boxes","CV2_1_4 (292G)","CoolCoilValvePos",1,"%","Control",""
697,"NVE_CV2_1_4nvoDamperPos","Constant Volume Thermal Boxes","CV2_1_4 (292G)","DamperPos",1,"%","Control",""
698,"NVE_CV2_1_4nvoEffectSetpt","Constant Volume Thermal Boxes","CV2_1_4 (292G)","EffectTempSetpoint",1,"Degrees F","Control",""
699,"NVE_CV2_1_4nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_1_4 (292G)","AirFlowRateSetpoint",1,"CFM","Control",""
700,"NVE_CV2_1_4nvoSpaceTemp","Space","CV2_1_4 (292G)","SpaceTemp",1,"Degrees F","Sensor",""
701,"NVE_CV2_1_5nvoAirFlow","Constant Volume Thermal Boxes","CV2_1_5","AirFlowRate",1,"CFM","Sensor",""
702,"NVE_CV2_1_5nvoDamperPos","Constant Volume Thermal Boxes","CV2_1_5","DamperPos",1,"%","Control",""
703,"NVE_CV2_1_5nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_1_5","AirFlowRateSetpoint",1,"CFM","Control",""
704,"NVE_CV2_2_1nvoAirFlow","Constant Volume Thermal Boxes","CV2_2_1 (292D)","AirFlowRate",1,"CFM","Sensor",""
705,"NVE_CV2_2_1nvoCtrlOut6","Constant Volume Thermal Boxes","CV2_2_1 (292D)","CoolCoilValvePos",1,"%","Control",""
706,"NVE_CV2_2_1nvoDamperPos","Constant Volume Thermal Boxes","CV2_2_1 (292D)","DamperPos",1,"%","Control",""
707,"NVE_CV2_2_1nvoEffectSetpt","Constant Volume Thermal Boxes","CV2_2_1 (292D)","EffectTempSetpoint",1,"Degrees F","Control",""
708,"NVE_CV2_2_1nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_2_1 (292D)","AirFlowRateSetpoint",1,"CFM","Control",""
709,"NVE_CV2_2_1nvoSpaceTemp","Space","CV2_2_1 (292D)","SpaceTemp",1,"Degrees F","Sensor",""
710,"NVE_CV2_2_2nvoAirFlow","Constant Volume Thermal Boxes","CV2_2_2","AirFlowRate",1,"CFM","Sensor",""
711,"NVE_CV2_2_2nvoDamperPos","Constant Volume Thermal Boxes","CV2_2_2","DamperPos",1,"%","Control",""
712,"NVE_CV2_2_2nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_2_2","AirFlowRateSetpoint",1,"CFM","Control",""
713,"NVE_CV2_2_3nvoAirFlow","Constant Volume Thermal Boxes","CV2_2_3","AirFlowRate",1,"CFM","Sensor",""
714,"NVE_CV2_2_3nvoDamperPos","Constant Volume Thermal Boxes","CV2_2_3","DamperPos",1,"%","Control",""
715,"NVE_CV2_2_3nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_2_3","AirFlowRateSetpoint",1,"CFM","Control",""
716,"NVE_CV2_2_4nvoAirFlow","Constant Volume Thermal Boxes","CV2_2_4 (280)","AirFlowRate",1,"CFM","Sensor",""
717,"NVE_CV2_2_4nvoCtrlOut6","Constant Volume Thermal Boxes","CV2_2_4 (280)","CoolCoilValvePos",1,"%","Control",""
718,"NVE_CV2_2_4nvoDamperPos","Constant Volume Thermal Boxes","CV2_2_4 (280)","DamperPos",1,"%","Control",""
719,"NVE_CV2_2_4nvoEffectSetpt","Constant Volume Thermal Boxes","CV2_2_4 (280)","EffectTempSetpoint",1,"Degrees F","Control",""
720,"NVE_CV2_2_4nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_2_4 (280)","AirFlowRateSetpoint",1,"CFM","Control",""
721,"NVE_CV2_2_4nvoSpaceTemp","Space","CV2_2_4 (280)","SpaceTemp",1,"Degrees F","Sensor",""
722,"NVE_CV2_2_5nvoAirFlow","Constant Volume Thermal Boxes","CV2_2_5 (203)","AirFlowRate",1,"CFM","Sensor",""
723,"NVE_CV2_2_5nvoCtrlOut5","Constant Volume Thermal Boxes","CV2_2_5 (203)","HeatCoilValvePos",1,"%","Control",""
724,"NVE_CV2_2_5nvoCtrlOut6","Constant Volume Thermal Boxes","CV2_2_5 (203)","CoolCoilValvePos",1,"%","Control",""
725,"NVE_CV2_2_5nvoDamperPos","Constant Volume Thermal Boxes","CV2_2_5 (203)","DamperPos",1,"%","Control",""
726,"NVE_CV2_2_5nvoEffectSetpt","Constant Volume Thermal Boxes","CV2_2_5 (203)","EffectTempSetpoint",1,"Degrees F","Control",""
727,"NVE_CV2_2_5nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_2_5 (203)","AirFlowRateSetpoint",1,"CFM","Control",""
728,"NVE_CV2_2_5nvoSpaceTemp","Space","CV2_2_5 (203)","SpaceTemp",1,"Degrees F","Sensor",""
729,"NVE_CV2_2_6nvoAirFlow","Constant Volume Thermal Boxes","CV2_2_6 (278A,278B)","AirFlowRate",1,"CFM","Sensor",""
730,"NVE_CV2_2_6nvoCtrlOut6","Constant Volume Thermal Boxes","CV2_2_6 (278A,278B)","CoolCoilValvePos",1,"%","Control",""
731,"NVE_CV2_2_6nvoDamperPos","Constant Volume Thermal Boxes","CV2_2_6 (278A,278B)","DamperPos",1,"%","Control",""
732,"NVE_CV2_2_6nvoEffectSetpt","Constant Volume Thermal Boxes","CV2_2_6 (278A,278B)","EffectTempSetpoint",1,"Degrees F","Control",""
733,"NVE_CV2_2_6nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_2_6 (278A,278B)","AirFlowRateSetpoint",1,"CFM","Control",""
734,"NVE_CV2_2_6nvoSpaceTemp","Space","CV2_2_6 (278A,278B)","SpaceTemp",1,"Degrees F","Sensor",""
735,"NVE_CV2_2_7nvoAirFlow","Constant Volume Thermal Boxes","CV2_2_7 (276)","AirFlowRate",1,"CFM","Sensor",""
736,"NVE_CV2_2_7nvoCtrlOut6","Constant Volume Thermal Boxes","CV2_2_7 (276)","CoolCoilValvePos",1,"%","Control",""
737,"NVE_CV2_2_7nvoDamperPos","Constant Volume Thermal Boxes","CV2_2_7 (276)","DamperPos",1,"%","Control",""
738,"NVE_CV2_2_7nvoEffectSetpt","Constant Volume Thermal Boxes","CV2_2_7 (276)","EffectTempSetpoint",1,"Degrees F","Control",""
739,"NVE_CV2_2_7nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_2_7 (276)","AirFlowRateSetpoint",1,"CFM","Control",""
740,"NVE_CV2_2_7nvoSpaceTemp","Space","CV2_2_7 (276)","SpaceTemp",1,"Degrees F","Sensor",""
741,"NVE_CV2_2_8nvoAirFlow","Constant Volume Thermal Boxes","CV2_2_8","AirFlowRate",1,"CFM","Sensor",""
742,"NVE_CV2_2_8nvoDamperPos","Constant Volume Thermal Boxes","CV2_2_8","DamperPos",1,"%","Control",""
743,"NVE_CV2_2_8nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_2_8","AirFlowRateSetpoint",1,"CFM","Control",""
744,"NVE_CV2_3_1nvoAirFlow","Constant Volume Thermal Boxes","CV2_3_1 (274)","AirFlowRate",1,"CFM","Sensor",""
745,"NVE_CV2_3_1nvoCtrlOut6","Constant Volume Thermal Boxes","CV2_3_1 (274)","CoolCoilValvePos",1,"%","Control",""
746,"NVE_CV2_3_1nvoDamperPos","Constant Volume Thermal Boxes","CV2_3_1 (274)","DamperPos",1,"%","Control",""
747,"NVE_CV2_3_1nvoEffectSetpt","Constant Volume Thermal Boxes","CV2_3_1 (274)","EffectTempSetpoint",1,"Degrees F","Control",""
748,"NVE_CV2_3_1nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_3_1 (274)","AirFlowRateSetpoint",1,"CFM","Control",""
749,"NVE_CV2_3_1nvoSpaceTemp","Space","CV2_3_1 (274)","SpaceTemp",1,"Degrees F","Sensor",""
750,"NVE_CV2_3_2nvoAirFlow","Constant Volume Thermal Boxes","CV2_3_2 (270)","AirFlowRate",1,"CFM","Sensor",""
751,"NVE_CV2_3_2nvoCtrlOut6","Constant Volume Thermal Boxes","CV2_3_2 (270)","CoolCoilValvePos",1,"%","Control",""
752,"NVE_CV2_3_2nvoDamperPos","Constant Volume Thermal Boxes","CV2_3_2 (270)","DamperPos",1,"%","Control",""
753,"NVE_CV2_3_2nvoEffectSetpt","Constant Volume Thermal Boxes","CV2_3_2 (270)","EffectTempSetpoint",1,"Degrees F","Control",""
754,"NVE_CV2_3_2nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_3_2 (270)","AirFlowRateSetpoint",1,"CFM","Control",""
755,"NVE_CV2_3_2nvoSpaceTemp","Space","CV2_3_2 (270)","SpaceTemp",1,"Degrees F","Sensor",""
756,"NVE_CV2_3_2nvoHwInput3","Constant Volume Thermal Boxes","CV2_3_2 (270)","CO2Level",1,"ppm","Sensor",""
757,"NVE_CV2_3_2nvoHwInput4","Transfer Fan","TF-2-2","Status  ??",1,"Degrees F","Control",""
758,"NVE_CV2_3_2nviHwOutput1","Transfer Fan","TF-2-2","StartStop",1,"bin","Sensor",""
759,"NVE_CV2_3_3nvoAirFlow","Constant Volume Thermal Boxes","CV2_3_3 (266)","AirFlowRate",1,"CFM","Sensor",""
760,"NVE_CV2_3_3nvoCtrlOut6","Constant Volume Thermal Boxes","CV2_3_3 (266)","CoolCoilValvePos",1,"%","Control",""
761,"NVE_CV2_3_3nvoDamperPos","Constant Volume Thermal Boxes","CV2_3_3 (266)","DamperPos",1,"%","Control",""
762,"NVE_CV2_3_3nvoEffectSetpt","Constant Volume Thermal Boxes","CV2_3_3 (266)","EffectTempSetpoint",1,"Degrees F","Control",""
763,"NVE_CV2_3_3nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_3_3 (266)","AirFlowRateSetpoint",1,"CFM","Control",""
764,"NVE_CV2_3_3nvoSpaceTemp","Space","CV2_3_3 (266)","SpaceTemp",1,"Degrees F","Sensor",""
765,"NVE_CV2_3_4nvoAirFlow","Constant Volume Thermal Boxes","CV2_3_4","AirFlowRate",1,"CFM","Sensor",""
766,"NVE_CV2_3_4nvoDamperPos","Constant Volume Thermal Boxes","CV2_3_4","DamperPos",1,"%","Control",""
767,"NVE_CV2_3_4nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_3_4","AirFlowRateSetpoint",1,"CFM","Control",""
768,"NVE_CV2_3_5nvoAirFlow","Constant Volume Thermal Boxes","CV2_3_5","AirFlowRate",1,"CFM","Sensor",""
769,"NVE_CV2_3_5nvoDamperPos","Constant Volume Thermal Boxes","CV2_3_5","DamperPos",1,"%","Control",""
770,"NVE_CV2_3_5nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_3_5","AirFlowRateSetpoint",1,"CFM","Control",""
771,"NVE_CV2_3_6nvoAirFlow","Constant Volume Thermal Boxes","CV2_3_6 (268)","AirFlowRate",1,"CFM","Sensor",""
772,"NVE_CV2_3_6nvoCtrlOut6","Constant Volume Thermal Boxes","CV2_3_6 (268)","CoolCoilValvePos",1,"%","Control",""
773,"NVE_CV2_3_6nvoDamperPos","Constant Volume Thermal Boxes","CV2_3_6 (268)","DamperPos",1,"%","Control",""
774,"NVE_CV2_3_6nvoEffectSetpt","Constant Volume Thermal Boxes","CV2_3_6 (268)","EffectTempSetpoint",1,"Degrees F","Control",""
775,"NVE_CV2_3_6nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_3_6 (268)","AirFlowRateSetpoint",1,"CFM","Control",""
776,"NVE_CV2_3_6nvoSpaceTemp","Space","CV2_3_6 (268)","SpaceTemp",1,"Degrees F","Sensor",""
777,"NVE_CV2_3_7nvoAirFlow","Constant Volume Thermal Boxes","CV2_3_7 (242)","AirFlowRate",1,"CFM","Sensor",""
778,"NVE_CV2_3_7nvoCtrlOut6","Constant Volume Thermal Boxes","CV2_3_7 (242)","CoolCoilValvePos",1,"%","Control",""
779,"NVE_CV2_3_7nvoDamperPos","Constant Volume Thermal Boxes","CV2_3_7 (242)","DamperPos",1,"%","Control",""
780,"NVE_CV2_3_7nvoEffectSetpt","Constant Volume Thermal Boxes","CV2_3_7 (242)","EffectTempSetpoint",1,"Degrees F","Control",""
781,"NVE_CV2_3_7nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_3_7 (242)","AirFlowRateSetpoint",1,"CFM","Control",""
782,"NVE_CV2_3_7nvoSpaceTemp","Space","CV2_3_7 (242)","SpaceTemp",1,"Degrees F","Sensor",""
783,"NVE_CV2_3_8nvoAirFlow","Constant Volume Thermal Boxes","CV2_3_8","AirFlowRate",1,"CFM","Sensor",""
784,"NVE_CV2_3_8nvoDamperPos","Constant Volume Thermal Boxes","CV2_3_8","DamperPos",1,"%","Control",""
785,"NVE_CV2_3_8nvoFlowSetpoint","Constant Volume Thermal Boxes","CV2_3_8","AirFlowRateSetpoint",1,"CFM","Control",""
830,"NVE_X282_21nvo202_RMT","Atrium C&D","AtriumD (2)","SpaceTemp",1,"Degrees F","Sensor",""
831,"NVE_X282_21nvo203_RMT","Atrium C&D","AtriumC (2)","SpaceTemp",1,"Degrees F","Sensor",""
832,"NVE_X282_21nvo2C_D_CLOSE","Atrium C&D","AtriumC&D2","StatusClose",1,"bin","Control",""
833,"NVE_X282_21nvo2C_D_OPEN","Atrium C&D","AtriumC&D2","StatusOpen",1,"bin","Control",""
834,"NVE_X282_21nvo2CDNatVent","Atrium C&D","AtriumC&D2","StatusNatVent",1,"bin","Control",""
835,"NVE_X282_21nvoC_MOW_OP","Atrium C&D","AtriumC&D (2)","WindowsOpen",1,"bin","Sensor",""
836,"NVE_X282_21nvoOFF_MOW_OP","Atrium A&B","X282_21","OFF_MOW_OP",1,"units","Sensor",""
837,"NVE_X282_22nvo202_RMT","Atrium A&B","AtriumB (2)","SpaceTemp",1,"Degrees F","Sensor",""
838,"NVE_X282_22nvo2A_B_CLOSE","Atrium A&B","AtriumA&B2","StatusClose",1,"bin","Control",""
839,"NVE_X282_22nvo2A_B_OPEN","Atrium A&B","AtriumA&B2","StatusOpen",1,"bin","Control",""
840,"NVE_X282_22nvo2ABNatVent","Atrium A&B","AtriumA&B2","StatusNatVent",1,"bin","Control",""
841,"NVE_X282_22nvoC_MOW_OP","Atrium A&B","AtriumA&B (2)","WindowsOpen",1,"bin","Sensor",""
842,"NVE_X282_22nvoOFF_MOW_OP","Atrium C&D","X282_22","OFF_MOW_OP",1,"units","Sensor",""
843,"NVE_ECV3_12_1nvoAirFlow","Exhaust Constant Volume","ECV3_12_1","AirFlowRate",1,"CFM","Sensor",""
844,"NVE_ECV3_12_1nvoDamperPos","Exhaust Constant Volume","ECV3_12_1","DamperPos",1,"%","Control",""
845,"NVE_ECV3_12_1nvoFlowSetpoint","Exhaust Constant Volume","ECV3_12_1","AirFlowRateSetpoint",1,"CFM","Control",""
846,"NVE_ECV3_34_1nvoAirFlow","Exhaust Constant Volume","ECV3_34_1","AirFlowRate",1,"CFM","Sensor",""
847,"NVE_ECV3_34_1nvoDamperPos","Exhaust Constant Volume","ECV3_34_1","DamperPos",1,"%","Control",""
848,"NVE_ECV3_34_1nvoFlowSetpoint","Exhaust Constant Volume","ECV3_34_1","AirFlowRateSetpoint",1,"CFM","Control",""
849,"NVE_ECV3_56_1nvoAirFlow","Exhaust Constant Volume","ECV3_56_1","AirFlowRate",1,"CFM","Sensor",""
850,"NVE_ECV3_56_1nvoDamperPos","Exhaust Constant Volume","ECV3_56_1","DamperPos",1,"%","Control",""
851,"NVE_ECV3_56_1nvoFlowSetpoint","Exhaust Constant Volume","ECV3_56_1","AirFlowRateSetpoint",1,"CFM","Control",""
852,"NVE_ECV3_56_1nvoHwInput3","Space","ECV3_56_1 (366D)","SpaceTemp",1,"Degrees F","Sensor",""
853,"NVE_ECV3_56_1nvoHwInput4","Space","ECV3_56_1 (366D)","SpaceTempSetpoint",1,"Degrees F","Control",""
854,"NVE_ECV3_56_1nviHwOutput6","Atrium A&B","366D (AB)","CoolCoilValvePos",1,"%","Control",""
855,"NVE_ECV3_56_1nvoCtrlOut5","Atrium A&B","366D (AB)","HeatCoilValvePos",1,"%","Control",""
856,"NVE_ECV3_56_1nvoEffectSetpt","Exhaust Constant Volume","ECV3_56_1","EffectTempSetpoint",1,"Degrees F","Control",""
857,"NVE_ECV3_56_1nvoSpaceTemp","Space","ECV3_56_1 (366C)","SpaceTemp",1,"Degrees F","Sensor",""
902,"NVE_CV3_1_1nvoAirFlow","Constant Volume Thermal Boxes","CV3_1_1","AirFlowRate",1,"CFM","Sensor",""
903,"NVE_CV3_1_1nvoDamperPos","Constant Volume Thermal Boxes","CV3_1_1","DamperPos",1,"%","Control",""
904,"NVE_CV3_1_1nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_1_1","AirFlowRateSetpoint",1,"CFM","Control",""
905,"NVE_CV3_1_2nvoAirFlow","Constant Volume Thermal Boxes","CV3_1_2","AirFlowRate",1,"CFM","Sensor",""
906,"NVE_CV3_1_2nvoCtrlOut6","Constant Volume Thermal Boxes","CV3_1_2","CoolCoilValvePos",1,"%","Control",""
907,"NVE_CV3_1_2nvoDamperPos","Constant Volume Thermal Boxes","CV3_1_2","DamperPos",1,"%","Control",""
908,"NVE_CV3_1_2nvoEffectSetpt","Constant Volume Thermal Boxes","CV3_1_2","EffectTempSetpoint",1,"Degrees F","Control",""
909,"NVE_CV3_1_2nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_1_2","AirFlowRateSetpoint",1,"CFM","Control",""
910,"NVE_CV3_1_2nvoSpaceTemp","Space","CV3_1_2 (300)","SpaceTemp",1,"Degrees F","Sensor",""
911,"NVE_CV3_1_3nvoAirFlow","Constant Volume Thermal Boxes","CV3_1_3","AirFlowRate",1,"CFM","Sensor",""
912,"NVE_CV3_1_3nvoCtrlOut6","Constant Volume Thermal Boxes","CV3_1_3","CoolCoilValvePos",1,"%","Control",""
913,"NVE_CV3_1_3nvoDamperPos","Constant Volume Thermal Boxes","CV3_1_3","DamperPos",1,"%","Control",""
914,"NVE_CV3_1_3nvoEffectSetpt","Constant Volume Thermal Boxes","CV3_1_3","EffectTempSetpoint",1,"Degrees F","Control",""
915,"NVE_CV3_1_3nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_1_3","AirFlowRateSetpoint",1,"CFM","Control",""
916,"NVE_CV3_1_3nvoSpaceTemp","Space","CV3_1_3 (398)","SpaceTemp",1,"Degrees F","Sensor",""
917,"NVE_CV3_1_4nvoAirFlow","Constant Volume Thermal Boxes","CV3_1_4","AirFlowRate",1,"CFM","Sensor",""
918,"NVE_CV3_1_4nvoDamperPos","Constant Volume Thermal Boxes","CV3_1_4","DamperPos",1,"%","Control",""
919,"NVE_CV3_1_4nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_1_4","AirFlowRateSetpoint",1,"CFM","Control",""
920,"NVE_CV3_2_1nvoAirFlow","Constant Volume Thermal Boxes","CV3_2_1","AirFlowRate",1,"CFM","Sensor",""
921,"NVE_CV3_2_1nvoDamperPos","Constant Volume Thermal Boxes","CV3_2_1","DamperPos",1,"%","Control",""
922,"NVE_CV3_2_1nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_2_1","AirFlowRateSetpoint",1,"CFM","Control",""
923,"NVE_CV3_2_2nvoAirFlow","Constant Volume Thermal Boxes","CV3_2_2","AirFlowRate",1,"CFM","Sensor",""
924,"NVE_CV3_2_2nvoDamperPos","Constant Volume Thermal Boxes","CV3_2_2","DamperPos",1,"%","Control",""
925,"NVE_CV3_2_2nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_2_2","AirFlowRateSetpoint",1,"CFM","Control",""
926,"NVE_CV3_2_3nvoAirFlow","Constant Volume Thermal Boxes","CV3_2_3","AirFlowRate",1,"CFM","Sensor",""
927,"NVE_CV3_2_3nvoCtrlOut5","Constant Volume Thermal Boxes","CV3_2_3","HeatCoilValvePos",1,"%","Control",""
928,"NVE_CV3_2_3nvoCtrlOut6","Constant Volume Thermal Boxes","CV3_2_3","CoolCoilValvePos",1,"%","Control",""
929,"NVE_CV3_2_3nvoDamperPos","Constant Volume Thermal Boxes","CV3_2_3","DamperPos",1,"%","Control",""
930,"NVE_CV3_2_3nvoEffectSetpt","Constant Volume Thermal Boxes","CV3_2_3","EffectTempSetpoint",1,"Degrees F","Control",""
931,"NVE_CV3_2_3nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_2_3","AirFlowRateSetpoint",1,"CFM","Control",""
932,"NVE_CV3_2_3nvoSpaceTemp","Space","CV3_2_3 (383)","SpaceTemp",1,"Degrees F","Sensor",""
933,"NVE_CV3_2_4nvoAirFlow","Constant Volume Thermal Boxes","CV3_2_4","AirFlowRate",1,"CFM","Sensor",""
934,"NVE_CV3_2_4nvoCtrlOut6","Constant Volume Thermal Boxes","CV3_2_4","CoolCoilValvePos",1,"%","Control",""
935,"NVE_CV3_2_4nvoDamperPos","Constant Volume Thermal Boxes","CV3_2_4","DamperPos",1,"%","Control",""
936,"NVE_CV3_2_4nvoEffectSetpt","Constant Volume Thermal Boxes","CV3_2_4","EffectTempSetpoint",1,"Degrees F","Control",""
937,"NVE_CV3_2_4nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_2_4","AirFlowRateSetpoint",1,"CFM","Control",""
938,"NVE_CV3_2_4nvoSpaceTemp","Space","CV3_2_4 (382)","SpaceTemp",1,"Degrees F","Sensor",""
939,"NVE_CV3_2_5nvoAirFlow","Constant Volume Thermal Boxes","CV3_2_5","AirFlowRate",1,"CFM","Sensor",""
940,"NVE_CV3_2_5nvoCtrlOut6","Constant Volume Thermal Boxes","CV3_2_5","CoolCoilValvePos",1,"%","Control",""
941,"NVE_CV3_2_5nvoDamperPos","Constant Volume Thermal Boxes","CV3_2_5","DamperPos",1,"%","Control",""
942,"NVE_CV3_2_5nvoEffectSetpt","Constant Volume Thermal Boxes","CV3_2_5","EffectTempSetpoint",1,"Degrees F","Control",""
943,"NVE_CV3_2_5nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_2_5","AirFlowRateSetpoint",1,"CFM","Control",""
944,"NVE_CV3_2_5nvoSpaceTemp","Space","CV3_2_5 (380)","SpaceTemp",1,"Degrees F","Sensor",""
945,"NVE_CV3_2_6nvoAirFlow","Constant Volume Thermal Boxes","CV3_2_6","AirFlowRate",1,"CFM","Sensor",""
946,"NVE_CV3_2_6nvoCtrlOut6","Constant Volume Thermal Boxes","CV3_2_6","CoolCoilValvePos",1,"%","Control",""
947,"NVE_CV3_2_6nvoDamperPos","Constant Volume Thermal Boxes","CV3_2_6","DamperPos",1,"%","Control",""
948,"NVE_CV3_2_6nvoEffectSetpt","Constant Volume Thermal Boxes","CV3_2_6","EffectTempSetpoint",1,"Degrees F","Control",""
949,"NVE_CV3_2_6nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_2_6","AirFlowRateSetpoint",1,"CFM","Control",""
950,"NVE_CV3_2_6nvoSpaceTemp","Space","CV3_2_6 (324)","SpaceTemp",1,"Degrees F","Sensor",""
951,"NVE_CV3_3_1nvoAirFlow","Constant Volume Thermal Boxes","CV3_3_1","AirFlowRate",1,"CFM","Sensor",""
952,"NVE_CV3_3_1nvoDamperPos","Constant Volume Thermal Boxes","CV3_3_1","DamperPos",1,"%","Control",""
953,"NVE_CV3_3_1nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_3_1","AirFlowRateSetpoint",1,"CFM","Control",""
955,"NVE_CV3_3_1nvoHwInput4","Transfer Fan","TF-3-1","Status ??",1,"Degrees F","Control",""
957,"NVE_CV3_3_2nvoAirFlow","Constant Volume Thermal Boxes","CV3_3_2","AirFlowRate",1,"CFM","Sensor",""
958,"NVE_CV3_3_2nvoCtrlOut5","Constant Volume Thermal Boxes","CV3_3_2","HeatCoilValvePos",1,"%","Control",""
959,"NVE_CV3_3_2nvoCtrlOut6","Constant Volume Thermal Boxes","CV3_3_2","CoolCoilValvePos",1,"%","Control",""
960,"NVE_CV3_3_2nvoDamperPos","Constant Volume Thermal Boxes","CV3_3_2","DamperPos",1,"%","Control",""
961,"NVE_CV3_3_2nvoEffectSetpt","Constant Volume Thermal Boxes","CV3_3_2","EffectTempSetpoint",1,"Degrees F","Control",""
962,"NVE_CV3_3_2nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_3_2","AirFlowRateSetpoint",1,"CFM","Control",""
963,"NVE_CV3_3_2nvoSpaceTemp","Space","CV3_3_2 (367)","SpaceTemp",1,"Degrees F","Sensor",""
964,"NVE_CV3_3_3nvoAirFlow","Constant Volume Thermal Boxes","CV3_3_3","AirFlowRate",1,"CFM","Sensor",""
965,"NVE_CV3_3_3nvoCtrlOut6","Constant Volume Thermal Boxes","CV3_3_3","CoolCoilValvePos",1,"%","Control",""
966,"NVE_CV3_3_3nvoDamperPos","Constant Volume Thermal Boxes","CV3_3_3","DamperPos",1,"%","Control",""
967,"NVE_CV3_3_3nvoEffectSetpt","Constant Volume Thermal Boxes","CV3_3_3","EffectTempSetpoint",1,"Degrees F","Control",""
968,"NVE_CV3_3_3nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_3_3","AirFlowRateSetpoint",1,"CFM","Control",""
969,"NVE_CV3_3_3nvoSpaceTemp","Space","CV3_3_3 (366A)","SpaceTemp",1,"Degrees F","Sensor",""
970,"NVE_CV3_3_4nvoAirFlow","Constant Volume Thermal Boxes","CV3_3_4","AirFlowRate",1,"CFM","Sensor",""
971,"NVE_CV3_3_4nvoDamperPos","Constant Volume Thermal Boxes","CV3_3_4","DamperPos",1,"%","Control",""
972,"NVE_CV3_3_4nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_3_4","AirFlowRateSetpoint",1,"CFM","Control",""
973,"NVE_CV3_3_6nvoAirFlow","Constant Volume Thermal Boxes","CV3_3_6","AirFlowRate",1,"CFM","Sensor",""
974,"NVE_CV3_3_6nvoCtrlOut6","Constant Volume Thermal Boxes","CV3_3_6","CoolCoilValvePos",1,"%","Control",""
975,"NVE_CV3_3_6nvoDamperPos","Constant Volume Thermal Boxes","CV3_3_6","DamperPos",1,"%","Control",""
976,"NVE_CV3_3_6nvoEffectSetpt","Constant Volume Thermal Boxes","CV3_3_6","EffectTempSetpoint",1,"Degrees F","Control",""
977,"NVE_CV3_3_6nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_3_6","AirFlowRateSetpoint",1,"CFM","Control",""
978,"NVE_CV3_3_6nvoSpaceTemp","Space","CV3_3_6 (338)","SpaceTemp",1,"Degrees F","Sensor",""
979,"NVE_CV3_3_7nvoAirFlow","Constant Volume Thermal Boxes","CV3_3_7","AirFlowRate",1,"CFM","Sensor",""
980,"NVE_CV3_3_7nvoDamperPos","Constant Volume Thermal Boxes","CV3_3_7","DamperPos",1,"%","Control",""
981,"NVE_CV3_3_7nvoFlowSetpoint","Constant Volume Thermal Boxes","CV3_3_7","AirFlowRateSetpoint",1,"CFM","Control",""
982,"NVE_EFVFDR1AnvoDrvCurnt","AHU1","EFVFDR1A","DrvCurnt",1,"Amperes","Sensor",""
983,"NVE_EFVFDR1AnvoDrvPwr","AHU1","EFVFDR1A","DrvPwr",1,"kiloWatts","Sensor",""
984,"NVE_EFVFDR1AnvoDrvSpeed","AHU1","EFVFDR1A","DrvSpeed",1,"%","Sensor",""
987,"NVE_EFVFDR1AnvoFreqAct","AHU1","EFVFDR1A","FreqAct",1,"Hertz","Sensor",""
988,"NVE_EFVFDR1AnvoSpeedActRpm","AHU1","EFVFDR1A","SpeedActRpm",1,"RPM","Sensor",""
