"ID","PointName","System","Device","PointType","TimeInterval","Unit","Source","Correction"
211,"NVE_CVB_3_9nvoHwInput3","Constant Volume Thermal Boxes","CVB_3_9 (B64)","DischargeAirTemp",1,"Degrees F","Sensor",""
212,"NVE_CVB_3_12nvoHwInput3","Constant Volume Thermal Boxes","CVB_3_12 (B63)	","DischargeAirTemp",1,"Degrees F","Sensor",""
213,"NVE_CVB_3_13nvoHwInput3","Constant Volume Thermal Boxes","CVB_3_13 (B61)","DischargeAirTemp",1,"Degrees F","Sensor",""
214,"NVE_CVB_3_15nvoHwInput3","Constant Volume Thermal Boxes","CVB_3_15 (B61B)","DischargeAirTemp",1,"Degrees F","Sensor",""
215,"NVE_CVB_3_19nvoHwInput3","Constant Volume Thermal Boxes","CVB_3_19 (B51)","DischargeAirTemp",1,"Degrees F","Sensor",""
216,"NVE_CVB_3_9nvoCtrlOut5","Constant Volume Thermal Boxes","CVB_3_9 (B64)","HeatCoilValvePos",1,"%","Control",""
217,"NVE_CVB_3_9nvoCtrlOut6","Constant Volume Thermal Boxes","CVB_3_9 (B64)","CoolCoilValvePos",1,"%","Control",""
218,"NVE_EMCS_FSnvoTBNW2","Electrical Power","ServerRoom","PlugLoads",1,"W","Sensor",""
219,"NVE_EMCS_FSAH1_CWVLV","AHU1","AHU1","CoolCoilValvePos",1,"%","Control",""
220,"NVE_EMCS_FSAH1_EXDMP","AHU1","AHU1","ExitDamperPos",1,"%","Control","DivBy10"
221,"NVE_EMCS_FSAH1_HRBYP","AHU1","AHU1","HeatRecBypassDamperPos",1,"%","Control",""
222,"NVE_EMCS_FSAH1_HWVLV","AHU1","AHU1","HeatCoilValvePos",1,"%","Control","DivBy10"
223,"NVE_EMCS_FSAH2_CWVLV","AHU2","AHU2","CoolCoilValvePos",1,"%","Control",""
224,"NVE_EMCS_FSAH2_EXDMP","AHU2","AHU2","ExitDamperPos",1,"%","Control","DivBy10"
225,"NVE_EMCS_FSAH2_HRBYP","AHU2","AHU2","HeatRecBypassDamperPos",1,"%","Control",""
226,"NVE_EMCS_FSAH2_HWVLV","AHU2","AHU2","HeatCoilValvePos",1,"%","Control","DivBy10"
227,"NVE_EMCS_FSAH3_CWVLV","AHU3","AHU3","CoolCoilValvePos",1,"%","Control",""
228,"NVE_EMCS_FSAH3_EXDMP","AHU3","AHU3","ExitDamperPos",1,"%","Control","DivBy10"
229,"NVE_EMCS_FSAH3_HRBYP","AHU3","AHU3","HeatRecBypassDamperPos",1,"%","Control",""
230,"NVE_EMCS_FSAH3_HWVLV","AHU3","AHU3","HeatCoilValvePos",1,"%","Control","DivBy10"
231,"NVE_EMCS_FSCHW_RETPRS","Chilled Water Loop","ChilledWaterLoop","ReturnPressure",1,"psi","Sensor","DivBy100"
232,"NVE_EMCS_FSCHW_VLV","Chilled Water Loop","ChilledWaterLoop","ValvePos",1,"%","Control",""
233,"NVE_EMCS_FSHHW_DP","Hot Water Loop","HotWaterLoop","DiffPressure",1,"psi","Sensor",""
234,"NVE_EMCS_FSHWRT","Hot Water Loop","HotWaterLoop","ReturnTemp",1,"Degrees F","Sensor",""
235,"NVE_EMCS_FSHWST","Hot Water Loop","HotWaterLoop","SupplyTemp",1,"Degrees F","Sensor",""
236,"NVE_EMCS_FSnvoDOM_GAL","Water Consumption","Domestic","WaterConsumption",1,"gal","Sensor",""
237,"NVE_EMCS_FSnvoIRR_GAL","Water Consumption","Irrigation","WaterConsumption",1,"gal","Sensor",""
238,"NVE_EMCS_FSnvoRECYCLE_GAL","Water Consumption","Recycle","WaterConsumption",1,"gal","Sensor",""
250,"NVE_CVB_2_10nvoAirFlow","Constant Volume Thermal Boxes","CVB_2_10","AirFlowRate",1,"CFM","Sensor",""
251,"NVE_CVB_2_10nvoDamperPos","Constant Volume Thermal Boxes","CVB_2_10","DamperPos",1,"%","Control",""
252,"NVE_CVB_2_10nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_2_10","EffectTempSetpoint",1,"Degrees F","Control",""
253,"NVE_CVB_2_10nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_2_10","AirFlowRateSetpoint",1,"CFM","Control",""
255,"NVE_CVB_2_13nvoHwInput3","Constant Volume Thermal Boxes","CVB_2_13 (B28)","DischargeAirTemp",1,"Degrees F","Sensor",""
256,"NVE_CVB_2_13nvoAirFlow","Constant Volume Thermal Boxes","CVB_2_13 (B28)","AirFlowRate",1,"CFM","Sensor",""
257,"NVE_CVB_2_13nvoCtrlOut6","Constant Volume Thermal Boxes","CVB_2_13 (B28)","CoolCoilValvePos",1,"%","Control",""
258,"NVE_CVB_2_13nvoDamperPos","Constant Volume Thermal Boxes","CVB_2_13 (B28)","DamperPos",1,"%","Control",""
259,"NVE_CVB_2_13nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_2_13 (B28)","EffectTempSetpoint",1,"Degrees F","Control",""
260,"NVE_CVB_2_13nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_2_13 (B28)","AirFlowRateSetpoint",1,"CFM","Control",""
261,"NVE_CVB_2_13nvoSpaceTemp","Space","CVB_2_13 (B28)","SpaceTemp",1,"Degrees F","Sensor",""
262,"NVE_CVB_2_14nvoAirFlow","Constant Volume Thermal Boxes","CVB_2_14","AirFlowRate",1,"CFM","Sensor",""
263,"NVE_CVB_2_14nvoDamperPos","Constant Volume Thermal Boxes","CVB_2_14","DamperPos",1,"%","Control",""
264,"NVE_CVB_2_14nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_2_14","EffectTempSetpoint",1,"Degrees F","Control",""
265,"NVE_CVB_2_14nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_2_14","AirFlowRateSetpoint",1,"CFM","Control",""
267,"NVE_CVB_2_17nvoHwInput3","Constant Volume Thermal Boxes","CVB_2_17 (B21)","DischargeAirTemp",1,"Degrees F","Sensor",""
268,"NVE_CVB_2_17nvoAirFlow","Constant Volume Thermal Boxes","CVB_2_17 (B21)","AirFlowRate",1,"CFM","Sensor",""
269,"NVE_CVB_2_17nvoCtrlOut6","Constant Volume Thermal Boxes","CVB_2_17 (B21)","CoolCoilValvePos",1,"%","Control",""
270,"NVE_CVB_2_17nvoDamperPos","Constant Volume Thermal Boxes","CVB_2_17 (B21)","DamperPos",1,"%","Control",""
271,"NVE_CVB_2_17nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_2_17 (B21)","EffectTempSetpoint",1,"Degrees F","Control",""
272,"NVE_CVB_2_17nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_2_17 (B21)","AirFlowRateSetpoint",1,"CFM","Control",""
273,"NVE_CVB_2_17nvoSpaceTemp","Space","CVB_2_17 (B21)","SpaceTemp",1,"Degrees F","Sensor",""
274,"NVE_CVB_2_18nvoHwInput3","Constant Volume Thermal Boxes","CVB_2_18 (B33)","DischargeAirTemp",1,"Degrees F","Sensor",""
275,"NVE_CVB_2_18nvoAirFlow","Constant Volume Thermal Boxes","CVB_2_18 (B33)","AirFlowRate",1,"CFM","Sensor",""
276,"NVE_CVB_2_18nvoCtrlOut5","Constant Volume Thermal Boxes","CVB_2_18 (B33)","HeatCoilValvePos",1,"%","Control",""
277,"NVE_CVB_2_18nvoCtrlOut6","Constant Volume Thermal Boxes","CVB_2_18 (B33)","CoolCoilValvePos",1,"%","Control",""
278,"NVE_CVB_2_18nvoDamperPos","Constant Volume Thermal Boxes","CVB_2_18 (B33)","DamperPos",1,"%","Control",""
279,"NVE_CVB_2_18nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_2_18 (B33)","EffectTempSetpoint",1,"Degrees F","Control",""
280,"NVE_CVB_2_18nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_2_18 (B33)","AirFlowRateSetpoint",1,"CFM","Control",""
281,"NVE_CVB_2_18nvoSpaceTemp","Space","CVB_2_18 (B33)","SpaceTemp",1,"Degrees F","Sensor",""
282,"NVE_CVB_2_18AnvoAirFlow","Constant Volume Thermal Boxes","CVB_2_18A","AirFlowRate",1,"CFM","Sensor",""
283,"NVE_CVB_2_18AnvoDamperPos","Constant Volume Thermal Boxes","CVB_2_18A","DamperPos",1,"%","Control",""
284,"NVE_CVB_2_18AnvoEffectSetpt","Constant Volume Thermal Boxes","CVB_2_18A","EffectTempSetpoint",1,"Degrees F","Control",""
285,"NVE_CVB_2_18AnvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_2_18A","AirFlowRateSetpoint",1,"CFM","Control",""
287,"NVE_CVB_2_19nvoAirFlow","Constant Volume Thermal Boxes","CVB_2_19","AirFlowRate",1,"CFM","Sensor",""
288,"NVE_CVB_2_19nvoDamperPos","Constant Volume Thermal Boxes","CVB_2_19","DamperPos",1,"%","Control",""
289,"NVE_CVB_2_19nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_2_19","EffectTempSetpoint",1,"Degrees F","Control",""
290,"NVE_CVB_2_19nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_2_19","AirFlowRateSetpoint",1,"CFM","Control",""
292,"NVE_CVB_2_20nvoHwInput3","Constant Volume Thermal Boxes","CVB_2_20 (B36A)","DischargeAirTemp",1,"Degrees F","Sensor",""
293,"NVE_CVB_2_20nvoAirFlow","Constant Volume Thermal Boxes","CVB_2_20 (B36A)","AirFlowRate",1,"CFM","Sensor",""
294,"NVE_CVB_2_20nvoCtrlOut5","Constant Volume Thermal Boxes","CVB_2_20 (B36A)","HeatCoilValvePos",1,"%","Control",""
295,"NVE_CVB_2_20nvoDamperPos","Constant Volume Thermal Boxes","CVB_2_20 (B36A)","DamperPos",1,"%","Control",""
296,"NVE_CVB_2_20nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_2_20 (B36A)","EffectTempSetpoint",1,"Degrees F","Control",""
297,"NVE_CVB_2_20nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_2_20 (B36A)","AirFlowRateSetpoint",1,"CFM","Control",""
298,"NVE_CVB_2_20nvoSpaceTemp","Space","CVB_2_20 (B36A)","SpaceTemp",1,"Degrees F","Sensor",""
299,"NVE_CVB_2_3nvoHwInput3","Constant Volume Thermal Boxes","CVB_2_3 (B36)","DischargeAirTemp",1,"Degrees F","Sensor",""
300,"NVE_CVB_2_3nvoAirFlow","Constant Volume Thermal Boxes","CVB_2_3 (B36)","AirFlowRate",1,"CFM","Sensor",""
301,"NVE_CVB_2_3nvoCtrlOut5","Constant Volume Thermal Boxes","CVB_2_3 (B36)","HeatCoilValvePos",1,"%","Control",""
302,"NVE_CVB_2_3nvoDamperPos","Constant Volume Thermal Boxes","CVB_2_3 (B36)","DamperPos",1,"%","Control",""
303,"NVE_CVB_2_3nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_2_3 (B36)","EffectTempSetpoint",1,"Degrees F","Control",""
304,"NVE_CVB_2_3nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_2_3 (B36)","AirFlowRateSetpoint",1,"CFM","Control",""
305,"NVE_CVB_2_3nvoSpaceTemp","Space","CVB_2_3 (B36)","SpaceTemp",1,"Degrees F","Sensor",""
306,"NVE_CVB_2_4nvoAirFlow","Constant Volume Thermal Boxes","CVB_2_4","AirFlowRate",1,"CFM","Sensor",""
307,"NVE_CVB_2_4nvoDamperPos","Constant Volume Thermal Boxes","CVB_2_4","DamperPos",1,"%","Control",""
308,"NVE_CVB_2_4nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_2_4","EffectTempSetpoint",1,"Degrees F","Control",""
309,"NVE_CVB_2_4nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_2_4","AirFlowRateSetpoint",1,"CFM","Control",""
311,"NVE_CVB_2_5nvoAirFlow","Constant Volume Thermal Boxes","CVB_2_5 (B26G)","AirFlowRate",1,"CFM","Sensor",""
312,"NVE_CVB_2_5nvoDamperPos","Constant Volume Thermal Boxes","CVB_2_5 (B26G)","DamperPos",1,"%","Control",""
313,"NVE_CVB_2_5nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_2_5 (B26G)","EffectTempSetpoint",1,"Degrees F","Control",""
314,"NVE_CVB_2_5nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_2_5 (B26G)","AirFlowRateSetpoint",1,"CFM","Control",""
316,"NVE_CVB_2_6nvoAirFlow","Constant Volume Thermal Boxes","CVB_2_6 (B36)","AirFlowRate",1,"CFM","Sensor",""
317,"NVE_CVB_2_6nvoCtrlOut5","Constant Volume Thermal Boxes","CVB_2_6 (B36)","HeatCoilValvePos",1,"%","Control",""
318,"NVE_CVB_2_6nvoDamperPos","Constant Volume Thermal Boxes","CVB_2_6 (B36)","DamperPos",1,"%","Control",""
319,"NVE_CVB_2_6nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_2_6 (B36)","EffectTempSetpoint",1,"Degrees F","Control",""
320,"NVE_CVB_2_6nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_2_6 (B36)","AirFlowRateSetpoint",1,"CFM","Control",""
321,"NVE_CVB_2_6nvoSpaceTemp","Space","CVB_2_6 (B36)","SpaceTemp",1,"Degrees F","Sensor",""
322,"NVE_CVB_2_6nvoHwInput3","Constant Volume Thermal Boxes","CVB_2_6 (B36)","DischargeAirTemp",1,"Degrees F","Sensor",""
323,"NVE_CVB_2_7nvoAirFlow","Constant Volume Thermal Boxes","CVB_2_7","AirFlowRate",1,"CFM","Sensor",""
324,"NVE_CVB_2_7nvoDamperPos","Constant Volume Thermal Boxes","CVB_2_7","DamperPos",1,"%","Control",""
325,"NVE_CVB_2_7nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_2_7","EffectTempSetpoint",1,"Degrees F","Control",""
326,"NVE_CVB_2_7nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_2_7","AirFlowRateSetpoint",1,"CFM","Control",""
328,"NVE_CVB_2_8nvoAirFlow","Constant Volume Thermal Boxes","CVB_2_8","AirFlowRate",1,"CFM","Sensor",""
329,"NVE_CVB_2_8nvoCtrlOut5","Constant Volume Thermal Boxes","CVB_2_8","HeatCoilValvePos",1,"%","Control",""
330,"NVE_CVB_2_8nvoDamperPos","Constant Volume Thermal Boxes","CVB_2_8","DamperPos",1,"%","Control",""
331,"NVE_CVB_2_8nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_2_8","EffectTempSetpoint",1,"Degrees F","Control",""
332,"NVE_CVB_2_8nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_2_8","AirFlowRateSetpoint",1,"CFM","Control",""
333,"NVE_CVB_2_8nvoSpaceTemp","Space","CVB_2_8","SpaceTemp",1,"Degrees F","Sensor",""
334,"NVE_CVB_2_8nvoHwInput3","Constant Volume Thermal Boxes","CVB_2_8","DischargeAirTemp",1,"Degrees F","Sensor",""
335,"NVE_CVB_2_9nvoAirFlow","Constant Volume Thermal Boxes","CVB_2_9","AirFlowRate",1,"CFM","Sensor",""
336,"NVE_CVB_2_9nvoDamperPos","Constant Volume Thermal Boxes","CVB_2_9","DamperPos",1,"%","Control",""
337,"NVE_CVB_2_9nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_2_9","EffectTempSetpoint",1,"Degrees F","Control",""
338,"NVE_CVB_2_9nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_2_9","AirFlowRateSetpoint",1,"CFM","Control",""
340,"NVE_VAVB_2_1nvoHwInput3","Variable Air Volume Boxes","VAVB_2_1 (B29)","DischargeAirTemp",1,"Degrees F","Sensor",""
341,"NVE_VAVB_2_1nvoAirFlow","Variable Air Volume Boxes","VAVB_2_1 (B29)","AirFlowRate",1,"CFM","Sensor",""
342,"NVE_VAVB_2_1nvoCtrlOut6","Variable Air Volume Boxes","VAVB_2_1 (B29)","CoolCoilValvePos",1,"%","Control",""
343,"NVE_VAVB_2_1nvoDamperPos","Variable Air Volume Boxes","VAVB_2_1 (B29)","DamperPos",1,"%","Control",""
344,"NVE_VAVB_2_1nvoEffectSetpt","Variable Air Volume Boxes","VAVB_2_1 (B29)","EffectTempSetpoint",1,"Degrees F","Control",""
345,"NVE_VAVB_2_1nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_2_1 (B29)","AirFlowRateSetpoint",1,"CFM","Control",""
346,"NVE_VAVB_2_1nvoSpaceTemp","Space","VAVB_2_1 (B29)","SpaceTemp",1,"Degrees F","Sensor",""
347,"NVE_VAVB_2_11nvoAirFlow","Variable Air Volume Boxes","VAVB_2_11 (B25)","AirFlowRate",1,"CFM","Sensor",""
348,"NVE_VAVB_2_11nvoDamperPos","Variable Air Volume Boxes","VAVB_2_11 (B25)","DamperPos",1,"%","Control",""
349,"NVE_VAVB_2_11nvoEffectSetpt","Variable Air Volume Boxes","VAVB_2_11 (B25)","EffectTempSetpoint",1,"Degrees F","Control",""
350,"NVE_VAVB_2_11nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_2_11 (B25)","AirFlowRateSetpoint",1,"CFM","Control",""
351,"NVE_VAVB_2_11nvoSpaceTemp","Space","VAVB_2_11 (B25)","SpaceTemp",1,"Degrees F","Sensor",""
352,"NVE_VAVB_2_12nvoAirFlow","Variable Air Volume Boxes","VAVB_2_12 (B23)","AirFlowRate",1,"CFM","Sensor",""
353,"NVE_VAVB_2_12nvoDamperPos","Variable Air Volume Boxes","VAVB_2_12 (B23)","DamperPos",1,"%","Control",""
354,"NVE_VAVB_2_12nvoEffectSetpt","Variable Air Volume Boxes","VAVB_2_12 (B23)","EffectTempSetpoint",1,"Degrees F","Control",""
355,"NVE_VAVB_2_12nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_2_12 (B23)","AirFlowRateSetpoint",1,"CFM","Control",""
356,"NVE_VAVB_2_12nvoSpaceTemp","Space","VAVB_2_12 (B23)","SpaceTemp",1,"Degrees F","Sensor",""
357,"NVE_ECVB_12_13nvoAirFlow","Exhaust Constant Volume","ECVB_12_13","AirFlowRate",1,"CFM","Sensor",""
358,"NVE_ECVB_12_13nvoDamperPos","Exhaust Constant Volume","ECVB_12_13","DamperPos",1,"%","Control",""
359,"NVE_ECVB_12_1nvoFlowSetpoin","Exhaust Constant Volume","ECVB_12_13","AirFlowRateSetpoint",1,"CFM","Control",""
360,"NVE_ECVB_12_14nvoAirFlow","Exhaust Constant Volume","ECVB_12_14","AirFlowRate",1,"CFM","Sensor",""
361,"NVE_ECVB_12_14nvoDamperPos","Exhaust Constant Volume","ECVB_12_14","DamperPos",1,"%","Control",""
362,"NVE_ECVB_12_1nvoFlowSetpoin01","Exhaust Constant Volume","ECVB_12_14","AirFlowRateSetpoint",1,"CFM","Control",""
363,"NVE_VAVB_2_15nvoHwInput3","Variable Air Volume Boxes","VAVB_2_15 (B26G)","DischargeAirTemp",1,"Degrees F","Sensor",""
364,"NVE_VAVB_2_15nvoAirFlow","Variable Air Volume Boxes","VAVB_2_15 (B26G)","AirFlowRate",1,"CFM","Sensor",""
365,"NVE_VAVB_2_15nvoCtrlOut6","Variable Air Volume Boxes","VAVB_2_15 (B26G)","CoolCoilValvePos",1,"%","Control",""
366,"NVE_VAVB_2_15nvoDamperPos","Variable Air Volume Boxes","VAVB_2_15 (B26G)","DamperPos",1,"%","Control",""
367,"NVE_VAVB_2_15nvoEffectSetpt","Variable Air Volume Boxes","VAVB_2_15 (B26G)","EffectTempSetpoint",1,"Degrees F","Control",""
368,"NVE_VAVB_2_15nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_2_15 (B26G)","AirFlowRateSetpoint",1,"CFM","Control",""
369,"NVE_VAVB_2_15nvoSpaceTemp","Space","VAVB_2_15 (B26G)","SpaceTemp",1,"Degrees F","Sensor",""
370,"NVE_VAVB_2_16nvoHwInput3","Variable Air Volume Boxes","VAVB_2_16 (B26F)","DischargeAirTemp",1,"Degrees F","Sensor",""
371,"NVE_VAVB_2_16nvoAirFlow","Variable Air Volume Boxes","VAVB_2_16 (B26F)","AirFlowRate",1,"CFM","Sensor",""
372,"NVE_VAVB_2_16nvoCtrlOut6","Variable Air Volume Boxes","VAVB_2_16 (B26F)","CoolCoilValvePos",1,"%","Control",""
373,"NVE_VAVB_2_16nvoDamperPos","Variable Air Volume Boxes","VAVB_2_16 (B26F)","DamperPos",1,"%","Control",""
374,"NVE_VAVB_2_16nvoEffectSetpt","Variable Air Volume Boxes","VAVB_2_16 (B26F)","EffectTempSetpoint",1,"Degrees F","Control",""
375,"NVE_VAVB_2_16nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_2_16 (B26F)","AirFlowRateSetpoint",1,"CFM","Control",""
376,"NVE_VAVB_2_16nvoSpaceTemp","Space","VAVB_2_16 (B26F)","SpaceTemp",1,"Degrees F","Sensor",""
377,"NVE_VAVB_2_2nvoHwInput3","Variable Air Volume Boxes","VAVB_2_2","DischargeAirTemp",1,"Degrees F","Sensor",""
378,"NVE_VAVB_2_2nvoAirFlow","Variable Air Volume Boxes","VAVB_2_2","AirFlowRate",1,"CFM","Sensor",""
379,"NVE_VAVB_2_2nvoCtrlOut6","Variable Air Volume Boxes","VAVB_2_2","CoolCoilValvePos",1,"%","Control",""
380,"NVE_VAVB_2_2nvoDamperPos","Variable Air Volume Boxes","VAVB_2_2","DamperPos",1,"%","Control",""
381,"NVE_VAVB_2_2nvoEffectSetpt","Variable Air Volume Boxes","VAVB_2_2","EffectTempSetpoint",1,"Degrees F","Control",""
382,"NVE_VAVB_2_2nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_2_2","AirFlowRateSetpoint",1,"CFM","Control",""
383,"NVE_VAVB_2_2nvoSpaceTemp","Space","VAVB_2_2","SpaceTemp",1,"Degrees F","Sensor",""
384,"NVE_ECVB_34_11nvoAirFlow","Exhaust Constant Volume","ECVB_34_11","AirFlowRate",1,"CFM","Sensor",""
385,"NVE_ECVB_34_11nvoDamperPos","Exhaust Constant Volume","ECVB_34_11","DamperPos",1,"%","Control",""
386,"NVE_ECVB_34_1nvoFlowSetpoin","Exhaust Constant Volume","ECVB_34_11","AirFlowRateSetpoint",1,"CFM","Control",""
387,"NVE_ECVB_34_12nvoAirFlow","Exhaust Constant Volume","ECVB_34_12","AirFlowRate",1,"CFM","Sensor",""
388,"NVE_ECVB_34_12nvoDamperPos","Exhaust Constant Volume","ECVB_34_12","DamperPos",1,"%","Control",""
389,"NVE_ECVB_34_1nvoFlowSetpoin01","Exhaust Constant Volume","ECVB_34_12","AirFlowRateSetpoint",1,"CFM","Control",""
390,"NVE_ECVB_34_13nvoAirFlow","Exhaust Constant Volume","ECVB_34_13","AirFlowRate",1,"CFM","Sensor",""
391,"NVE_ECVB_34_13nvoDamperPos","Exhaust Constant Volume","ECVB_34_13","DamperPos",1,"%","Control",""
392,"NVE_ECVB_34_1nvoFlowSetpoin02","Exhaust Constant Volume","ECVB_34_13","AirFlowRateSetpoint",1,"CFM","Control",""
393,"NVE_ECVB_34_14nvoAirFlow","Exhaust Constant Volume","ECVB_34_14","AirFlowRate",1,"CFM","Sensor",""
394,"NVE_ECVB_34_14nvoDamperPos","Exhaust Constant Volume","ECVB_34_14","DamperPos",1,"%","Control",""
395,"NVE_ECVB_34_1nvoFlowSetpoin03","Exhaust Constant Volume","ECVB_34_14","AirFlowRateSetpoint",1,"CFM","Control",""
396,"NVE_ECVB_34_8nvoAirFlow","Exhaust Constant Volume","ECVB_34_8","AirFlowRate",1,"CFM","Sensor",""
397,"NVE_ECVB_34_8nvoDamperPos","Exhaust Constant Volume","ECVB_34_8","DamperPos",1,"%","Control",""
398,"NVE_ECVB_34_8nvoFlowSetpoint","Exhaust Constant Volume","ECVB_34_8","AirFlowRateSetpoint",1,"CFM","Control",""
399,"NVE_ECVB_34_10nvoAirFlow","Exhaust Constant Volume","ECVB_34_10","AirFlowRate",1,"CFM","Sensor",""
400,"NVE_ECVB_34_10nvoDamperPos","Exhaust Constant Volume","ECVB_34_10","DamperPos",1,"%","Control",""
401,"NVE_ECVB_34_1nvoFlowSetpoin04","Exhaust Constant Volume","ECVB_34_10","AirFlowRateSetpoint",1,"CFM","Control",""
402,"NVE_ECVB_34_15nvoAirFlow","Exhaust Constant Volume","ECVB_34_15","AirFlowRate",1,"CFM","Sensor",""
403,"NVE_ECVB_34_15nvoDamperPos","Exhaust Constant Volume","ECVB_34_15","DamperPos",1,"%","Control",""
404,"NVE_ECVB_34_1nvoFlowSetpoin05","Exhaust Constant Volume","ECVB_34_15","AirFlowRateSetpoint",1,"CFM","Control",""
405,"NVE_ECVB_34_15B33B","Space","B33B","Alarm",1,"bin","Control",""
406,"NVE_EVAVB_12_11nvoAirFlow","Exhaust Variable Volume","EVAVB_12_11","AirFlowRate",1,"CFM","Sensor",""
407,"NVE_EVAVB_12_11nvoDamperPos","Exhaust Variable Volume","EVAVB_12_11","DamperPos",1,"%","Control",""
408,"NVE_EVAVB_12_1nvoFlowSetpoin","Exhaust Variable Volume","EVAVB_12_11","AirFlowRateSetpoint",1,"CFM","Control",""
409,"NVE_EVAVB_12_11B26D","Space","B26D","Alarm",1,"bin","Control",""
410,"NVE_EVAVB_12_11B26E","Space","B26E","Alarm",1,"bin","Control",""
411,"NVE_EVAVB_12_12nvoAirFlow","Exhaust Variable Volume","EVAVB_12_12","AirFlowRate",1,"CFM","Sensor",""
412,"NVE_EVAVB_12_12nvoDamperPos","Exhaust Variable Volume","EVAVB_12_12","DamperPos",1,"%","Control",""
413,"NVE_EVAVB_12_1nvoFlowSetpoin01","Exhaust Variable Volume","EVAVB_12_12","AirFlowRateSetpoint",1,"CFM","Control",""
414,"NVE_EVAVB_34_1nvoAirFlow","Exhaust Variable Volume","EVAVB_34_1","AirFlowRate",1,"CFM","Sensor",""
415,"NVE_EVAVB_34_1nvoDamperPos","Exhaust Variable Volume","EVAVB_34_1","DamperPos",1,"%","Control",""
416,"NVE_EVAVB_34_nvoFlowSetpoin","Exhaust Variable Volume","EVAVB_34_1","AirFlowRateSetpoint",1,"CFM","Control",""
417,"NVE_EVAVB_34_3nvoAirFlow","Exhaust Variable Volume","EVAVB_34_3","AirFlowRate",1,"CFM","Sensor",""
418,"NVE_EVAVB_34_3nvoDamperPos","Exhaust Variable Volume","EVAVB_34_3","DamperPos",1,"%","Control",""
419,"NVE_EVAVB_34_nvoFlowSetpoin01","Exhaust Variable Volume","EVAVB_34_3","AirFlowRateSetpoint",1,"CFM","Control",""
420,"NVE_EVAVB_34_5nvoAirFlow","Exhaust Variable Volume","EVAVB_34_5","AirFlowRate",1,"CFM","Sensor",""
421,"NVE_EVAVB_34_5nvoDamperPos","Exhaust Variable Volume","EVAVB_34_5","DamperPos",1,"%","Control",""
422,"NVE_EVAVB_34_nvoFlowSetpoin02","Exhaust Variable Volume","EVAVB_34_5","AirFlowRateSetpoint",1,"CFM","Control",""
424,"NVE_ECVB_34_9nvoAirFlow","Exhaust Constant Volume","ECVB_34_9","AirFlowRate",1,"CFM","Sensor",""
425,"NVE_ECVB_34_9nvoDamperPos","Exhaust Constant Volume","ECVB_34_9","DamperPos",1,"%","Control",""
426,"NVE_ECVB_34_9nvoFlowSetpoint","Exhaust Constant Volume","ECVB_34_9","AirFlowRateSetpoint",1,"CFM","Control",""
427,"NVE_ECVB_34_7nvoAirFlow","Exhaust Constant Volume","ECVB_34_7","AirFlowRate",1,"CFM","Sensor",""
428,"NVE_ECVB_34_7nvoDamperPos","Exhaust Constant Volume","ECVB_34_7","DamperPos",1,"%","Control",""
429,"NVE_ECVB_34_7nvoFlowSetpoint","Exhaust Constant Volume","ECVB_34_7","AirFlowRateSetpoint",1,"CFM","Control",""
430,"NVE_ECVB_34_6nvoAirFlow","Exhaust Constant Volume","ECVB_34_6","AirFlowRate",1,"CFM","Sensor",""
431,"NVE_ECVB_34_6nvoDamperPos","Exhaust Constant Volume","ECVB_34_6","DamperPos",1,"%","Control",""
